vessel_id,block,length,width,height,weight,location
 SN2601, B111S,21.0,16.0,3.2,109.0,성동
 SN2591, D350P,15.0,11.0,5.5,28.0,한내
 SN2454, F520S,16.0,15.0,5.2,24.0,성동
 SN2598, B221S,15.0,15.0,3.2,74.0,덕곡2
 SN2598, D721S,18.0,11.0,1.0,13.0,성동
 SN2591, S141P,15.0,11.0,2.3,31.0,덕곡2
 SN2456, E373P,12.0,11.0,1.0,10.0,성동
 SN2454, C820S,19.0,11.0,1.8,8.0,덕곡2
 SN2601, T321P,18.0,17.0,2.9,82.0,덕곡1
 SN2463, E421S,16.0,11.0,5.3,39.0,봉암9
 SN2603, D161S,15.0,11.0,1.9,34.0,봉암9
 SN2602, D840S,11.0,8.0,2.7,7.0,한내
 SN2614, S380S,15.0,14.0,3.1,19.0,덕곡1
 SN2603, D130C,20.0,16.0,1.9,47.0,성동
 SN2591, D350S,15.0,11.0,5.5,30.0,봉암9
 SN2463, D29CS,16.0,11.0,2.0,10.0,덕곡2
 SN2602, D620S,13.0,11.0,5.8,46.0,OFD
 SN2598, S112P,21.0,11.0,3.8,23.0,한내
 SN2452, C720P,22.0,11.0,0.7,11.0,한내
 SN2603, D341S,20.0,14.0,4.1,49.0,성동
 SN2603, E530C,21.0,20.0,5.2,102.0,오비1
 SN2455, S120P,24.0,20.0,3.4,60.0,오비1
 SN2591, S341S,11.0,10.0,2.3,12.0,신한내
 SN2463, E312P,16.0,11.0,3.5,34.0,봉암9
 SN2616, E33AS,11.0,11.0,1.9,9.0,봉암9
 SN2454, F120C,11.0,9.0,3.6,4.0,봉암8
 SN2603, A110P,11.0,7.0,11.5,19.0,성동
 SN2597, D160C,20.0,16.0,1.9,41.0,덕곡1
 SN2615, S082S,11.0,11.0,2.6,9.0,덕곡2
 SN2607, M210P,20.0,11.0,3.6,54.0,한내
 SN2603, D371S,20.0,14.0,4.1,48.0,성동
 SN2598, M900P,11.0,6.0,3.3,2.0,한내
 SN2601, A110S,11.0,6.0,10.5,16.0,사내
 SN2601, E310S,15.0,14.0,5.0,26.0,사내
 SN2455, D390P,21.0,16.0,6.6,72.0,사내
 SN2598, T310P,16.0,16.0,2.8,66.0,사내
 SN2602, D390S,15.0,13.0,4.2,23.0,사내
 SN2598, B110S,21.0,17.0,3.1,67.0,사내
 SN2612, B151P,21.0,16.0,3.2,121.0,사내
 SN2601, E340C,20.0,15.0,4.9,67.0,사내
 SN2607, E233P,11.0,10.0,4.1,18.0,사내
 SN2603, S130P,21.0,19.0,5.4,60.0,사내
 SN2598, S130S,21.0,16.0,8.1,49.0,사내
 SN2452, S830P,17.0,11.0,5.8,21.0,사내
 SN2601, B111P,21.0,16.0,3.2,120.0,사내
 SN2597, D200C,20.0,20.0,1.9,47.0,사내
 SN2463, E24AP,11.0,10.0,2.5,7.0,사내
 SN2455, B180P,19.0,18.0,2.3,53.0,사내
 SN2614, E510P,15.0,14.0,7.1,38.0,사내
 SN2607, M410P,22.0,18.0,3.6,65.0,사내
 SN2603, T120P,17.0,14.0,2.9,44.0,사내
 SN2612, S16AS,20.0,11.0,2.7,21.0,사내
 SN2601, E140C,16.0,13.0,6.8,68.0,사내
 SN2611, E310P,15.0,14.0,5.0,25.0,사내
 SN2597, F540C,15.0,15.0,3.4,49.0,사내
 SN2457, A313S,17.0,11.0,3.5,18.0,사내
 SN2601, D341P,20.0,14.0,4.1,49.0,사내
 SN2591, A221P,17.0,17.0,4.6,46.0,사내
 SN2457, A312P,11.0,10.0,2.8,14.0,사내
 SN2611, D340S,20.0,13.0,4.2,31.0,사내
 SN2598, B140P,17.0,16.0,3.1,52.0,사내
 SN2590, A410S,12.0,11.0,6.6,11.0,사내
 SN2591, E332S,11.0,9.0,2.6,5.0,사내
 SN2611, D171P,20.0,11.0,1.9,46.0,사내
